Island,Year,ID,Length_mm,Mass_g,
Fern,2014,GN 157,19.79,0.76,
Fern,2014,VH 158,15.68,0.39,
Fern,2014,GN 159,8.66,0.06,
Frigate,2014,C13,18,0.77,
Frigate,2014,C14,15,0.33,
Frigate,2014,C31,,0.58,
Frigate,2014,C36,14,0.36,
Frigate,2014,C37,,0.17,
Frigate,2014,CANE,10,,
Frigate,2014,Gn 190,21.28,0.69,
Frigate,2014,Gn 191,13.76,0.25,
Frigate,2014,AT 208,15.5,0.43,
Frigate,2014,VH 213,8.6,0.09,
Frigate,2014,AT 218,25.5,0.97,
Frigate,2014,VH 219,19.5,0.76,
Frigate,2014,GN 224,11.86,0.16,
Frigate,2014,CANE,10,,
Frigate,2014,GN 2,11.2,0.19,
Frigate,2014,JL 103,16.28,0.45,
Frigate,2014,JL 107,10.22,0.12,
Frigate,2014,JL 117,16.14,0.44,
Frigate,2014,GN 118,17.09,0.48,
Frigate,2014,GN 122,11.87,0.14,
Frigate,2014,JL 132-B,,,
Frigate,2014,GN 162,21.08,0.84,
Frigate,2014,GN 165,13.46,0.23,
Frigate,2014,GN 170,18.39,0.71,
Frigate,2014,GN 178,18.54,0.55,
Frigate,2014,GN 185,11.19,0.15,
Frigate,2014,GN 186,11.64,0.26,
Frigate,2014,C39,,0.17,
Holei,2014,Gn 197,20.85,0.95,
Holei,2014,VH 234,4.89,0.44,
Holei,2014,GN 88,12.74,0.12,
Holei,2014,GN 96,13.78,0.22,
Holei,2014,GN 121,17.57,0.61,
Holei,2014,JL 130,10.89,0.12,
Holei,2014,GN 161,9.89,0.08,
Holei,2014,GN 168,11.93,0.16,
Holei,2014,GN 182,11.61,0.09,
Holei,2014,GN 184,17.07,0.63,
Kaula,2014,C5,21.1,0.49,
Kaula,2014,CANE,9,0.08,
Kaula,2014,Gn 195,9.68,0.08,
Kaula,2014,VH 203,6,0.06,
Kaula,2014,VH 221,,0.41,
Kaula,2014,AT 238,10.04,0.1,
Kaula,2014,AT 241,,0.14,
Kaula,2014,CS 1,9,0.08,
Kaula,2014,SH 246,5.85,0.02,
Kaula,2014,JL 127,14.26,0.28,
Kaula,2014,GN 164,14.11,0.27,
Leslie,2014,Gn 198,15.94,0.39,
Leslie,2014,GN 116,13.28,0.16,
Lost,2014,C2,15,0.33,
Lost,2014,C30,19,0.5,
Lost,2014,VH 209,9.2,0.17,
Lost,2014,VH 211,14.8,0.35,
Lost,2014,JL 105,10.43,0.12,
Lost,2014,JL 120,18.93,0.84,
Lost,2014,GN 124,19.87,0.65,
Lost,2014,GN 163,8.61,0.1,
Lost,2014,GN 183,16.21,0.42,
Lost,2014,GN 108,19.23,0.74,
North Fighter,2014,C6,,0.13,
North Fighter,2014,C34,21,0.18,
North Fighter,2014,C38,,0.47,
North Fighter,2014,CANE,2,,
North Fighter,2014,Gn 196,15.07,0.34,
North Fighter,2014,VH  199,,0.74,
North Fighter,2014,AT 206,18.2,0.7,
North Fighter,2014,AT 220,17.4,0.7,
North Fighter,2014,GN 93,14.47,0.29,
North Fighter,2014,CS 29,2,,
North Fighter,2014,SH 245,,0.05,
North Fighter,2014,JL 97,17.54,0.56,
North Fighter,2014,GN 98-A,21.88,0.64,
North Fighter,2014,GN 106,10.51,0.18,
North Fighter,2014,JL 109,16.06,0.44,
North Fighter,2014,GN 115,14.4,0.24,
North Fighter,2014,GN 166,16.04,0.44,
Paradise,2014,C23,12,0.2,
Paradise,2014,C32,13,0.24,
Paradise,2014,Gn 194,17.95,0.66,
Paradise,2014,AT 210,13,0.28,
Paradise,2014,AT 212,16.2,0.48,
Paradise,2014,AT 222,3.3,0.01,
Paradise,2014,JL 99,6.87,0.03,
Paradise,2014,GN 110,14.87,0.36,
Paradise,2014,GN 171,9.41,0.08,
Paradise,2014,SH 181,19.89,0.7,
Sacia,2014,GN 1,11.67,0.18,
Sacia,2014,GN 3,15.24,0.3,
Sacia,2014,GN 5,15.2,0.67,
Sacia,2014,GN 6,,0.35,
Sacia,2014,G 7,12.7,0.18,
Sacia,2014,GN 6,21.9,0.8,
Sacia,2014,GN 16,14.03,0.25,
Sacia,2014,QD 21,13.98,0.28,
Sacia,2014,QD 24-A1,,0.32,
Sacia,2014,GN 31,13.21,0.18,
Sacia,2014,QD 24-A2,19.58,,
Sacia,2014,JL 101,14.97,0.29,
Sacia,2014,JL 129,12.73,0.17,
Sand,2014,C4,14.5,0.47,
Sand,2014,C8,17.5,0.55,
Sand,2014,C10,,0.39,
Sand,2014,C20,10,0.18,
Sand,2014,C21,8,0.47,
Sand,2014,C28,17,0.44,
Sand,2014,C40,19,0.66,
Sand,2014,C42,23,,
Sand,2014,C44,20,0.0107,
Sand,2014,Gn 192,15.33,0.36,
Sand,2014,Gn 193 ,17.21,0.56,
Sand,2014,AT 200,,0.41,
Sand,2014,VH 207,11.6,0.24,
Sand,2014,AT 214,11.62,0.21,
Sand,2014,AT 216,20.9,0.43,
Sand,2014,VH 217,21.2,0.26,
Sand,2014,VH 223,,0.24,
Sand,2014,VH 230,,0.84,
Sand,2014,AT 239,10,0.1,
Sand,2014,GN 252,10.48,0.12,
Sand,2014,GN 100,13.79,0.3,
Sand,2014,AT 156,7.5,0.17,
Sand,2014,GN 167,15.37,0.32,
Sand,2014,GN 172,16.71,0.47,
Sand,2014,GN 173,14.82,0.21,
Sand,2014,GN 177,18.05,0.61,
Sand,2014,GN 180,15.66,0.39,
Sand,2014,GN 187,17.93,0.47,
Whipoorwill,2014,C15,13,0.256,
Whipoorwill,2014,C29,23,0.63,
Whipoorwill,2014,AT 240,9.7,0.13,
Whipoorwill,2014,GN 102,11.26,0.13,
Whipoorwill,2014,GN 104,13.61,0.3,
Whipoorwill,2014,JL 125,15.59,0.53,
Whipoorwill,2014,GN 128,17,0.48,
Whipoorwill,2014,GN 131-A,,,
Whipoorwill,2014,JL 133-B,,,
Whipoorwill,2014,GN 179,17.35,0.49,
Whipoorwill,2014,SH 188,18.62,0.43,
Whipoorwill,2014,VH 201,19.34,0.61,
Ainsley,2015,Ainsley 1,15.9,0.34,
Ainsley,2015,Ainsley 2,12.4,0.23,
Ainsley,2015,Ainsley 3,23.2,1.24,
Ainsley,2015,Ainsley 4,14,0.29,
Ainsley,2015,Ainsley 5,10.4,0.08,
Ainsley,2015,Ainsley 6,11.8,0.15,
Ainsley,2015,Ainsley 7,14.9,0.32,
Ainsley,2015,Ainsley 8,14,0.2,
Ainsley,2015,Ainsley 9,15.1,0.38,
Ainsley,2015,Ainsley 10,13.5,0.23,
Aviation,2015,Aviation 1,11.9,0.13,
Aviation,2015,Aviation 2,15.3,0.29,
Aviation,2015,Aviation 3,12.2,0.13,
Aviation,2015,Aviation 4,14.9,0.28,
Aviation,2015,Aviation 5,10.8,0.09,
Aviation,2015,Aviation 6,9.3,0.06,
Aviation,2015,Aviation 7,15.1,0.32,
Aviation,2015,Aviation 8,10.6,0.07,
Aviation,2015,Aviation 9,20.3,0.79,
Aviation,2015,Aviation 10,14.6,0.23,
Castor,2015,Castor 1,19.4,0.79,
Castor,2015,Castor 2,4.8,0.01,
Castor,2015,Castor 3,7.1,0.04,
Castor,2015,Castor 4,9.4,0.05,
Castor,2015,Castor 5,13,0.19,
Castor,2015,Castor 6,10.2,0.06,
Castor,2015,Castor 7,6.2,0.03,
Castor,2015,Castor 8,18.2,0.52,
Castor,2015,Castor 9,5.2,0.01,
Castor,2015,Castor 10,6.1,0.01,
Dudley,2015,Dudley 1,13.2,0.24,
Dudley,2015,Dudley 2,16.5,0.52,
Dudley,2015,Dudley 3,14.4,0.26,
Dudley,2015,Dudley 4,16.5,0.45,
Dudley,2015,Dudley 5,23.2,1.12,
Dudley,2015,Dudley 6,23.1,1.17,
Dudley,2015,Dudley 7,23.2,1.19,
Dudley,2015,Dudley 8,17.5,0.39,
Dudley,2015,Dudley 9,18.4,0.61,
Dudley,2015,Dudley 10,17.8,0.62,
Eastern,2015,East 1,14.1,0.26,
Eastern,2015,East 2,17.5,0.45,
Eastern,2015,East 3,20.5,0.62,
Eastern,2015,East 4,10.2,0.07,
Eastern,2015,East 5,14.5,0.33,
Eastern,2015,East 6,13.4,0.16,
Eastern,2015,East 7,15.9,0.31,
Eastern,2015,East 8,14.5,0.21,
Eastern,2015,East 9,22.2,1.13,
Eastern,2015,East 10,20.1,0.61,
Eastern,2015,East 11,16.7,0.4,
Engineer,2015,Engineer 1,11.5,0.17,
Engineer,2015,Engineer 2,10,0.11,
Engineer,2015,Engineer 3,7.1,0.03,
Engineer,2015,Engineer 4,11.7,0.17,
Engineer,2015,Engineer 5,12.6,0.19,
Engineer,2015,Engineer 6,12.5,0.21,
Engineer,2015,Engineer 7,9.9,0.07,
Engineer,2015,Engineer 8,9.9,0.08,
Engineer,2015,Engineer 9,5.6,0.02,
Engineer,2015,Engineer 10,13.2,0.18,
Engineer,2015,Engineer 11,6.7,0.03,
Fern,2015,Fern 1,17,0.35,
Fern,2015,Fern 2,20.8,0.81,
Fern,2015,Fern 3,22.6,0.79,
Fern,2015,Fern 4,17.2,0.54,
Fern,2015,Fern 5,16.2,0.34,
Fern,2015,Fern 6,18.4,0.59,
Fern,2015,Fern 7,13.2,0.22,
Fern,2015,Fern 8,17.7,0.4,
Fern,2015,Fern 9,19.8,0.63,
Fern,2015,Fern 10,19.1,0.49,
Fern,2015,Fern 11,18.2,0.47,
Fern,2015,Fern 12,18,0.52,
Frigate,2015,Frigate 1,12.7,0.21,
Frigate,2015,Frigate 2,10.9,0.17,
Frigate,2015,Frigate 3,17.7,0.56,
Frigate,2015,Frigate 4,12.3,0.16,
Frigate,2015,Frigate 5,8.9,0.11,
Frigate,2015,Frigate 6,13,0.23,
Frigate,2015,Frigate 7,24.4,0.98,
Frigate,2015,Frigate 8,24,1.29,
Frigate,2015,Frigate 9,15,0.18,
Frigate,2015,Frigate 10,15.4,0.31,
Frigate,2015,Frigate 11,14,0.28,
Frigate,2015,Frigate 12,11.5,0.15,
Holei,2015,Holei 1,16.7,0.51,
Holei,2015,Holei 2,12.2,0.17,
Holei,2015,Holei 3,13.5,0.22,
Holei,2015,Holei 4,13.2,0.29,
Holei,2015,Holei 5,13.4,0.19,
Holei,2015,Holei 6,15,0.27,
Holei,2015,Holei 7,11.4,0.13,
Holei,2015,Holei 8,11.5,0.11,
Holei,2015,Holei 9,12.8,0.22,
Holei,2015,Holei 10,9.8,0.05,
Holei,2015,Holei 11,7.4,0.03,
Home NE,2015,Home NE 1,6.2,0.02,
Home NE,2015,Home NE 2,14.6,0.25,
Home NE,2015,Home NE 3,8.8,0.04,
Home NE,2015,Home NE 4,12.7,0.27,
Home NE,2015,Home NE 5,13,0.11,
Home NE,2015,Home NE 6,10.5,0.12,
Home NE,2015,Home NE 7,14.2,0.32,
Home NE,2015,Home NE 8,10.6,0.08,
Home NE,2015,Home NE 9,6.4,0.01,
Home NE,2015,Home NE 10,7.8,0.03,
Home SW,2015,Home SW 1,10.4,0.09,
Home SW,2015,Home SW 2,14.1,0.21,
Home SW,2015,Home SW 3,10,0.12,
Home SW,2015,Home SW 4,15.7,0.41,
Home SW,2015,Home SW 5,8.1,0.03,
Home SW,2015,Home SW 6,5.6,0.02,
Home SW,2015,Home SW 7,4.3,0.002,
Home SW,2015,Home SW 8,4.5,0.0065,
Home SW,2015,Home SW 9,3.2,0.003,
Home SW,2015,Home SW 10,4.4,0.007,
Kaula,2015,Kaula 1,15.1,0.31,
Kaula,2015,Kaula 2,7.8,0.04,
Kaula,2015,Kaula 3,8.4,0.04,
Kaula,2015,Kaula 4,6.4,0.02,
Kaula,2015,Kaula 5,15.7,0.28,
Kaula,2015,Kaula 6,10.6,0.11,
Kaula,2015,Kaula 7,10.3,0.07,
Kaula,2015,Kaula 8,7.2,0.03,
Kaula,2015,Kaula 9,7,0.02,
Kaula,2015,Kaula 10,8.7,0.04,
Kaula,2015,Kaula 11,11,0.12,
Leslie,2015,Leslie 1,23.8,1.35,
Leslie,2015,Leslie 2,21.3,1.02,
Leslie,2015,Leslie 3,21.2,0.77,
Leslie,2015,Leslie 4,20.1,0.74,
Leslie,2015,Leslie 5,15.6,0.44,
Leslie,2015,Leslie 6,16,0.4,
Leslie,2015,Leslie 7,12.3,0.11,
Leslie,2015,Leslie 8,16.3,0.43,
Leslie,2015,Leslie 9,14,0.22,
Leslie,2015,Leslie 10,21.1,0.72,
Leslie,2015,Leslie 11,19.5,0.55,
Leslie,2015,Leslie 12,20,0.52,
Leslie,2015,Leslie 13,16.2,0.35,
Lost,2015,Lost 1,11.6,0.14,
Lost,2015,Lost 2,14.2,0.19,
Lost,2015,Lost 3,16.3,0.44,
Lost,2015,Lost 4,18.3,0.57,
Lost,2015,Lost 5,9.4,0.05,
Lost,2015,Lost 6,19.5,0.78,
Lost,2015,Lost 7,14.7,0.19,
Lost,2015,Lost 8,12.7,0.18,
Lost,2015,Lost 9,10.7,0.15,
Lost,2015,Lost 10,12.6,0.11,
North Fighter,2015,N. Fighter 1,20,0.68,
North Fighter,2015,N. Fighter 2,20.4,0.91,
North Fighter,2015,N. Fighter 3,12.2,0.18,
North Fighter,2015,N. Fighter 4,13.4,0.22,
North Fighter,2015,N. Fighter 5,14,0.19,
North Fighter,2015,N. Fighter 6,13.4,0.19,
North Fighter,2015,N. Fighter 7,16.2,0.45,
North Fighter,2015,N. Fighter 8,14.2,0.3,
North Fighter,2015,N. Fighter 9,16,0.37,
North Fighter,2015,N. Fighter 10,12.5,0.19,
North Fighter,2015,N. Fighter 11,14.6,0.37,
Paradise,2015,Paradise 1,21.1,0.97,
Paradise,2015,Paradise 2,15.6,0.27,
Paradise,2015,Paradise 3,16.8,0.46,
Paradise,2015,Paradise 4,17.5,0.44,
Paradise,2015,Paradise 5,22.3,0.95,
Paradise,2015,Paradise 6,18.7,0.6,
Paradise,2015,Paradise 7,14.2,0.23,
Paradise,2015,Paradise 8,15.5,0.33,
Paradise,2015,Paradise 9,18.2,0.63,
Paradise,2015,Paradise 10,11,0.08,
Pollucks,2015,Pollucks 1,5,0.01,
Pollucks,2015,Pollucks 2,9.2,0.05,
Pollucks,2015,Pollucks 3,10.9,0.11,
Pollucks,2015,Pollucks 4,19.9,0.73,
Pollucks,2015,Pollucks 5,9.5,0.1,
Pollucks,2015,Pollucks 6,16.1,0.5,
Pollucks,2015,Pollucks 7,7.8,0.02,
Pollucks,2015,Pollucks 8,9,0.04,
Pollucks,2015,Pollucks 9,13.9,0.15,
Pollucks,2015,Pollucks 10,4.8,0.01,
Pollucks,2015,Pollucks 11,8.5,0.03,
Portsmouth,2015,Port 1,11,0.14,
Sacia,2015,Sacia 1,13.1,0.14,
Sacia,2015,Sacia 2,12.8,0.12,
Sacia,2015,Sacia 3,8.5,0.04,
Sacia,2015,Sacia 4,16.1,0.37,
Sacia,2015,Sacia 5,11.8,0.12,
Sacia,2015,Sacia 6,6.3,0.02,
Sacia,2015,Sacia 7,11.2,0.07,
Sacia,2015,Sacia 8,9.6,0.05,
Sacia,2015,Sacia 9,5.9,0.02,
Sacia,2015,Sacia 10,5.4,0.01,
Sand,2015,Sand 1,18.2,0.51,
Sand,2015,Sand 2,9.2,0.04,
Sand,2015,Sand 3,7.3,0.02,
Sand,2015,Sand 4,17.2,0.45,
Sand,2015,Sand 5,12.7,0.22,
Sand,2015,Sand 6,9.6,0.09,
Sand,2015,Sand 7,11,0.09,
Sand,2015,Sand 8,10.1,0.07,
Sand,2015,Sand 9,14.1,0.24,
Sand,2015,Sand 10,13.8,0.29,
Sand,2015,Sand 11,18.3,0.53,
South Fighter,2015,S. Fighter 1,14.1,0.23,
South Fighter,2015,S. Fighter 2,17.7,0.39,
South Fighter,2015,S. Fighter 3,14,0.19,
South Fighter,2015,S. Fighter 4,13.4,0.23,
South Fighter,2015,S. Fighter 5,12.9,0.17,
South Fighter,2015,S. Fighter 6,11.1,0.08,
South Fighter,2015,S. Fighter 7,11.7,0.15,
South Fighter,2015,S. Fighter 8,17.1,0.37,
South Fighter,2015,S. Fighter 9,11.3,0.13,
South Fighter,2015,S. Fighter 10,17.3,0.32,
Strawn ,2015,Strawn 1,16.1,0.4,
Strawn ,2015,Strawn 2,16.2,0.37,
Strawn ,2015,Strawn 3,17.7,0.42,
Strawn ,2015,Strawn 4,15.4,0.32,
Strawn ,2015,Strawn 5,27.1,1.73,
Strawn ,2015,Strawn 6,17.5,0.57,
Strawn ,2015,Strawn 7,14,0.28,
Strawn ,2015,Strawn 8,12.8,0.14,
Strawn ,2015,Strawn 9,15.8,0.33,
Strawn ,2015,Strawn 10,11.8,0.12,
Strawn ,2015,Strawn 11,12.7,0.16,
Strawn ,2015,Strawn 12,13,0.17,
Whipoorwill,2015,Whip 1,10.3,0.13,
Whipoorwill,2015,Whip 2,13.6,0.21,
Whipoorwill,2015,Whip 3,14.7,0.26,
Whipoorwill,2015,Whip 4,14.3,0.34,
Whipoorwill,2015,Whip 5,10.9,0.09,
Whipoorwill,2015,Whip 6,10.1,0.05,
Whipoorwill,2015,Whip 7,11,0.12,
Whipoorwill,2015,Whip 8,11.9,0.16,
Whipoorwill,2015,Whip 9,16.1,0.35,
Whipoorwill,2015,Whip 10,14,0.25,
